type,encoded_text,scheme,num_of_chars,contains_bit_only,contains_decimal_only,contains_hex_only,contains_alpha_only,contains_upper_case_only,contains_lower_case_only,contains_mixed_upper_lower_case,contains_equal,contains_slash,contains_dot,contains_colon,contains_special_chars
PHPass,$P$Hn/dD5bo6D1Ax9vJn.S7bXZqHEXr.F0,$P$,34,0,0,0,0,0,0,1,0,1,1,0,1
PostgreSQL MD5,md549c3d46f63812af6a550bd47acb712be,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,123nop,None,6,0,0,0,0,0,1,0,0,0,0,0,0
ROT47,`ab234,None,6,0,0,0,0,0,1,0,0,0,0,0,1
SCRAM,"$scram$100000$I.S89/7/v3euVSql$sha-1=bZnjj8daYfOQ32Rre/zd1/nDRVw,sha-256=TvzJfT7Tn4IFpd7cB4rMXZKn/QWX0st44AA3stNWmPI,sha-512=ScMB8YBwXsAMqTFJ5YEEiwHTojUtoAE.AcwQikwuU2V9VYttaTCLzTxsg5o60SsXXrbp5oFiKnBvU9wrqIKdLQ",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$utdaa631vjcmZAzBGANAaA$ssQzVA3FIvYss+yBmkRUvJEdpWzAXD4ZUfv7ewe6+54",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,4be30d9814c6d4e9800e0d2ea9ec9fb00efa887b,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$nTpRgtgC$n/hO90ipAL5prHTjTZFP/7KseR27,$sha1$,50,0,0,0,0,0,0,1,0,1,0,0,1
SHA224,867916c509e025cd1eef93151e82f518fcfdfcacd759965fd99e27af,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,dd130a849d7b29e5541b05d2f7f86a4acd4f1ec598c1c9438783f56bc4f0ff80,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$cJOX5zVoQVI.SIrt$tUuNjdpz8AQuAE6sPGxB.QjpYqkdH7ZnLVkHeKljDu9,$5$,77,0,0,0,0,0,0,1,1,0,1,0,1
SHA384,40889bd7aee5be35f9d713c4f51ff00fe2099fd901d094284d6edc9aa39ec096cebe9547d3cbaf1f35101a6489f033c3,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,7b6ad79b346fb6951275343948e13c1b4ebca82a5452a6c5d15684377f096ca927506a23a847e6e046061399631b16fc2820c8b0e02d0ea87aa5a203a77c2a7e,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$OjSOPoNSxUvUwLHO$2n4efnF3kEojziCDpYoGWiKXKhXLBNXOZX//S5MaQFxH5Q7zoxNdJxOPIKJy6b/TkiL10ZBKp0uSj31.oHYAM.,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,8b1036299b229a15165f9af8da7a765fe2c97f0ae2ae6173c0276768,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,b1b6a3de29ab907153614683d357b2db943a317d036ff25f7022d4707109005a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,3dc23dcb85bfe1fff2e04f007b595e3358798230dd2f9354a53ec76aa7115d1e1c400cee80f3a03239e3f75e4a20321d,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,f71d60b8a1806c531c6f50fdde687098ebad39d3e9f5e97452f8f6d409e0d2ceb8292252c5dad8afa4e9f93379cf8b5203e3c2d6fac266962475640d98c8a411,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$voSBxkFD$zDaHYfMFW5EoYxKp3vUTq0,$apr1$,37,0,0,0,0,0,0,1,0,0,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$4Px/r9UaY4yR0hoDoBTivA$fJ+X6t/JbrXvzZYaoqKannDzTEJY2UTeGtawujUz+ko",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,ª©¨¨©ª,None,6,0,0,0,0,0,1,0,0,0,0,0,1
Atlassian PBKDF2 SHA1,{PKCS5S2}7/0fA0AopVQqBYBQKmUsZSXmQjyEqCzKH90VWuofTZpPpl13bzNzpbAt8WHu5o4B,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,GEZDGMZSGE======,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,MTIzMzIx,None,8,0,0,0,1,0,0,1,0,0,0,0,0
BCrypt,$2a$12$uUs9Mblcn2kLiOaHeSJmneCTffbxElw8blhbp2R2OSs/r3svjMy2u,$2a$,60,0,0,0,0,0,0,1,0,1,0,0,1
BCrypt,$2b$12$w7hKUfZJ8sVFzcvqKK9u2.CPhINMlCF8tpPKLV30940a6vQmi6npa,$2b$,60,0,0,0,0,0,0,1,0,0,1,0,1
Binary,110001110010110011110011110010110001,None,36,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,b7c16cdd12c2ab48ecebfd0c19c417eb22c9a3d0a59cb337b8005d3563826df494d414eca854b0345d60d94ed0f8669cc4fce0ad293a970ed1731cb4531ea36e,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,068792ed2ff62ab8e11c488033f7a48d76e6013b3889a7df3ce836e4a0d10c26,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.dbNGAESAppTGze.,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,ijkkji,None,6,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,EmUQWl9uXqVpp6Wq,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,EmUQWl9uXqVpp6Wq,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,0055415557095A,None,14,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,19460,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,944870557,None,9,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,12607299078775271610,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,495051515049,None,12,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,nsP13c2sVFrTQ,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$DSEkxDjH2HtPSWmttZZyjg$5Hdge6EiYE6EwQhcF4xpJdCMqMuJoJ5sBO260LniaEU",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$1UVAwhTLonCmD43cIdseeupXBxBa28ArKVzcK/mBMs0KvDiHvm0qG,None,67,0,0,0,0,0,0,1,0,1,0,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$GzJ6H5E5fkNguU2egc/a1OJ1/TSBPbUAQozWE2MtJX4Sriap/gxMW,None,74,0,0,0,0,0,0,1,0,1,0,0,1
Django DES Crypt,crypt$Aw$AwjRypH/uo9y.,None,22,0,0,0,0,0,0,1,0,1,1,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$cXvCrsfNvr8P$x/zfzeweZj/FG9YE1XJU3XOmKM0=,None,60,0,0,0,0,0,0,1,1,1,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$nG9PH8sWSdtp$HFcrTsbELcBAOM3xA1Fbp0aJIjsFlhDyb5oxmDQRtEM=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$29Qv4b5J2yag$05e84e7a041909b9471ed27250c564ae,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$5OikFjsdrVpl$1894cfcbdca5f10c3cd502065505a36cc36efb6c,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.DB3BA73406C0180340686D0D813086702EA5544AC9594B498931064088F17E6FCD99B3766E6D2DE5FCFF5F4B0941A8D51A03E09CF31E83F09E730EE1FCFFFFDF.73895A2A39B5E36679B1AF2433B651CDA515C66185620FD4E0288F0C9C821676C6FA604E4CB8B8BB029EA8E41C4D9BA843AC6875C63D81DD577F8A157BCC8974,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,313233333231,None,12,0,1,1,0,0,0,0,0,0,0,0,0
HMAC-SHA1,a20eed9cae34e544765f1bdce896c246352b6df0,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,9dd894ba78a4ceea58da3fb2b2a73bedc67a8a7358a5492f64c13c52f00c3924,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,77cbcf86af3c052ef27cbbcc5050caf4fb88c1f691f81f1871b23e531fc0c8d9075e6a4aa0c8ae2d130b39b03818875b5367eec1db74c8a91095f54508e78b6f,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,a3c640c56c80286105e24a6cc400350d47abc2e95a3128d96b8f581c,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,28a44a6ccf9637cb42084f0de9c63973b70873319d48d48e0958d81b0019f01a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,ceebc6ac9053e974bc6a82b546e47b39c2a985cd9d2af2d5d709c4160c0a53af2e2d23090c06a60e6a8f6c7a4cd9b6c4,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,41de7c4ea2e84864b769cced54126e780fc05f0443d092f38b3f39ee4c168f02dd58af4033edcad09926de68c50598e2567a4c758ef3ca1a54ad10c47d3335ef,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}yIN7I/+Kqoot3pFUc84JkQ==,{MD5},29,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted MD5,{SMD5}CR+7EQ/ATHVTRlJdCXhH5Mo5R2g=,{SMD5},34,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA1,{SSHA}dlDiO5+LaZXZD1hQgT9oGsX6OETKubc2,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}aUvYCeN6pYz6dDDkbBuv7jduauqDVFT/Plb/vepOzfCU0jqndC4FAA==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}YynmhkJgriEpAZZ843psGmiqnqJMIB8BxjpgknTqxRMcwM+OvBiviDkhqLZ22u+alJJoZ3AQmilHmp2EuxoMENV6L2VMidF6,{SSHA512},105,0,0,0,0,0,0,1,0,0,0,0,1
LDAP SHA1,{SHA}TZAStKd6lSTWddrSfDJ2q1cF5eg=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,fa4cb8ec8449a75baad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,bd540dc883b8fda4debc4ee503181be7,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,c8837b23ff8aaa8a2dde915473ce0991,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$U.q5/lyp$sGbviUFudrwAYCxklqX3H1,$1$,34,0,0,0,0,0,0,1,0,1,1,0,1
MSSQL 2000,0x010000A0740E890961BA9A46B6EFABF2DE2C53E5FAD62B27CAFE890961BA9A46B6EFABF2DE2C53E5FAD62B27CAFE,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x0100592BC55872D8AB9AC652A966E99202666D61487F242CF1D8,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,57eeeb520498a5cb,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*437F1809645E0A92DAB553503D2FE21DB91270FD,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,af27efb60c7b238910efe2a7e0676a39,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,772D7F625E648C1C,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:5B7FC8484D9B94415FA758B527697B2675E2202B31C5071B0185AEB45527,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,6000d8bdfef93faeb990fa514f7ad936c830ecbea1cd746892a4158de335f5ae,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,8b866e638b304afebdffd2885094e13ce70e97cdba02e268febccc06f8ac9d5e0b6c6c0b9e62779c7cb5b735defcf9e18ab27a57ca5fc4f1788a87147d8bc0f7,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HXyLGElguLTnQuskJFNgAy3UZFShgb/,$P$,34,0,0,0,0,0,0,1,0,1,0,0,1
PostgreSQL MD5,md558d1a4b9daa47edfd3c2f48df2ce2c70,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,123321,None,6,0,1,1,0,0,0,0,0,0,0,0,0
ROT47,`abba`,None,6,0,0,0,0,0,1,0,0,0,0,0,1
SCRAM,"$scram$100000$ivF.b6117l3LuRfi$sha-1=0omGu1zgyzLnykZIitm2vA7n.dw,sha-256=Dc5/0/rX3vrrfHINNUjklFHee3rbXikn5.8l7RgHvZw,sha-512=jpY3iC3SpxZQUqJ.haRIQPX04tb89caO8cYLpI7vxguNhIR1blAKS7j2.5FCPhVvC3jCaeweeCuKJcZaFaG9sA",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$LAWgtNb6H4OwltJa6x0jRA$4Q1h5o7d7F7SSOeH3ROCedFs2WGlHQ+9lb725B7PaTo",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,4d9012b4a77a9524d675dad27c3276ab5705e5e8,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$1QHWSUX8$P6NvAd5W5qd.jxQZHxPpE/fZhnjy,$sha1$,50,0,0,0,0,0,0,1,0,1,1,0,1
SHA224,7a52c4f56e90ad267e2ac5ae063e1ba9f52541b56fc406937cd5bac6,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,a320480f534776bddb5cdb54b1e93d210a3c7d199e80a23c1b2178497b184c76,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$Y6WMjhfKJWK2dq/N$/zlqzWJ/i8dEH7KpCKx5b0doX9md5Zb0Z9rHt0MDu0B,$5$,77,0,0,0,0,0,0,1,1,1,0,0,1
SHA384,48af91732b8a4e66b4e1bdfc069214b71f28975c36e03d962a10fb6462e894291e1034b5cab30be0ef4fa79bb7c5cfb2,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,ebbcfecbb97654304f3aee0228236ec4d94fa0593ea1ec8236fc3e2b9e6b01546d9ee62550d8ff30d3df9edc65517caa75dcb6dd358e11a9ec5d7cdf8911b0c0,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$odLDqaTm8gf5pwt/$3SzBrgDR7eVrCKqQMV53fbMcYX0oCUQ5nGRweuQfv43Hb5QleXgEpRQllis4OuZA69/vjTj5cOkqRYp4Lhmuo.,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,f8062f634ef4880a2ef4d130de8f38b649c1c0cbfc6e0124970f4610,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,fbc6dc887707132d15e159086e985b0e4f6f9920af5dc651c5acf660e32acfde,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,56e273c5ce9dacc8b29ec1e02c79dc32e2d0a44faa927d9a56a423bfe9190b3eb4f164dfa3be0f150efe7b91f961ad1b,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,3f1631e273fd68d3a74dcddbb1c77670d0daabc71afc4af345e9d42949b45b8cf54b856d3df21bf24adb25e1b4fa008895ddf57c43b0a2f64fa8858703972033,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$IKV7mU.6$kh9beht/sdgvFzG.pIL0H0,$apr1$,37,0,0,0,0,0,0,1,0,1,1,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$/J/z/t/bG+Pcu3dOyTknJA$hiA2vEOyLDIJjKRv/y2P5NM9VO6z9zIModfDFO1+3lg",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,zobhhz,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}wngvBeB8D2HM+Z9zTolx7jP3YSRVN4myq/hft51Gj0vf10AdTGH82VKmImYlAoJ8,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,MFWHS43TME======,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,YWx5c3Nh,None,8,0,0,0,0,0,0,1,0,0,0,0,0
BCrypt,$2a$12$PAgEZy6iqpj.y0PnjYrSx.Q6lLh9HLyALeVtdxVIEW6fynMayqrC2,$2a$,60,0,0,0,0,0,0,1,0,0,1,0,1
BCrypt,$2b$12$LcK6MzbJpDBtTyhap2zxK.qO57nRwLo7UrTUz68/PH9p5aNE3wpsa,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,110000111011001111001111001111100111100001,None,42,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,312feff307e4f422a958b2b84882108d141635300d35d8f645fc20c5f18cbc40b7c680fd590501f46944d8e78aa7493a1be824460ae6ce30014a03609a8d78b6,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,b613f345cbd783e2a4e48f45ac1a42c6a0c890e86145375b15e2067e2710368a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.RweigFYZYjJ/bw.,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,epcwwe,None,6,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,/3tuE7I.XtinAJl2,None,16,0,0,0,0,0,0,1,0,1,1,0,1
CISCO-PIX MD5,/3tuE7I.XtinAJl2,None,16,0,0,0,0,0,0,1,0,1,1,0,1
CISCO Type 7,03055712151C20,None,14,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,39320,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,2906218525,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,1992803818504851861,None,19,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,9710812111511597,None,16,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,FbyPS5KiyvaEs,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$0Nr7P2fMea81JuR8jxGiVA$5JbTFY+/pE5J7/aF/ki/rVqFw1pQ9fAaWWTQdzEn71g",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$fgHH71jFBI7RW/Dd5nFFjeux1/L4hQ2kXUGVkDMm.XKL7vMfdCdlO,None,67,0,0,0,0,0,0,1,0,1,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$Vetgr4SkmhgNw9Mrald1NeGKPX0xAZddAQxL3vZRSGxD0zjWXPspO,None,74,0,0,0,0,0,0,1,0,0,0,0,1
Django DES Crypt,crypt$pO$pO3kS7mgER98Q,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$7vD9GFLL6cFy$NPHaEu9RtM8DvY1KZBSnn+QSNFg=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$5dZ3UVtgR1GH$IH1+GD7RhetVy2R91I1Ea739lnis/efopzRa57edWlA=,None,77,0,0,0,0,0,0,1,1,1,0,0,1
Django salted MD5,md5$2Z6fZhh58kNS$0b10fb6c52561675cf3544140f475f00,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$pS1IER0BdmtA$b73ec17a3353ff3165a4fe2dd6c8a1329e262a0c,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.CAB91702A0F47ECF594B89F13EE71C0360EC9D93B2B6F67EEF1DA3F4BED75A4BE9BD774E893186308630E63C47682DC5782F658CF19E53AA55EABD97F23EA7D4.8460C8792AB40F60D2577817FF0201518605879E942C7A6B87C69FE2D3D7B8D18EB66C1EC833DD3F8073BEEC5471BB793ED4A3E8B040F57CF1EFF70F40229AF5,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,616c79737361,None,12,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,81ce4900308747e5c39b8b62bf896b25ae5e8091,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,f3a30af7d9a569d6a6845cf07f7a99510633b57615e9477288d2f6b35dc59bec,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,72a3a1b563883e478e860ae45b3d785b67022cd675690b77fc01543dcb19f71e7661a78ebf99a48bebd0046b63e23bb21b49a44b0b198f60a22cda3a41c1f41b,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,6583e9ebbfa11b98b214f25c9f04f708b93faaa2932c2744540d3158,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,0237e92f4650d42e8574bfd532fb28afb5db73aceb819d2bdbdbf5cf30cc6237,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,6254adb2fdcdbf40861ce43eee65cbeced8373cb30a79dec727d47f737f8a43e2c65cf92913c1b34ee087521f7d672db,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,1275fecac03907477928542dd0ea1ba6698821c843935502fca857a358d61646d362efedd0fe55823ef87b3539751787d2b99dca100f93fa751cd1fb3452058a,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}FR0b8MV6+kXnFgwdJKosjQ==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}rArFsk8HJ9wE+qpaoc8Zk+a813o=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}v7YEOk5/jWhNz9pQ6yL7KPpqsShkjLG2,{SSHA},38,0,0,0,0,0,0,1,0,1,0,0,1
LDAP salted SHA256,{SSHA256}Rl5/LWqxlYTynK0WkwS774XpVlqg6iYD0AZM5o5dvczlnNO6F0JISQ==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}1h2tyVT9jFbdw7S4UWKbX76SyOIAqtfHpUsYdFNUBVJbxPnVhrDLknq8KwNL2RoKjPR73BpmN8zcoVXXEp6qlG0tZSzlvPd+,{SSHA512},105,0,0,0,0,0,0,1,0,0,0,0,1
LDAP SHA1,{SHA}Y29dvHLBo9FagAW/hePFj8dsqV0=,{SHA},33,0,0,0,0,0,0,1,1,1,0,0,1
LM,b88e832ad1b2f2adaad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,a3bf801045f1142182f38b515d74bcb5,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,151d1bf0c57afa45e7160c1d24aa2c8d,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$UMF2gxS8$O.7BpOyXYGGFLlzXmUYoh0,$1$,34,0,0,0,0,0,0,1,0,0,1,0,1
MSSQL 2000,0x010044E87D4F3CE6CAE0577781D9546D1245F9A7CBEF5794E7E96E2AE083930D3D6D40C898DDF60E3B0070464B7B,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x01000EA1F4FEE7888D087C71B8B5E052526073E63BFA64E52DE0,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,2f0c9b576411ef73,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*90DB243BFF3D8CEC16F0467629062A4A7B619483,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,80c06815ff2d72159fdc792a659d760f,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,E436D76E1BFFBDD9,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:615874FB26DBA4301566CF53E33B07DC37F2DA45F86EE76090DCDB0457C8,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,46b00bdca15f9ed8e4179d95b20266e0dd5fb6ff665a296d0c4d32fa19f42ae6,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,87a700239ddf0625063665898a864282a993fffb6fb5e97a6d06f8c2fedd8beb19c1386598741162ec97ab91ded9d11b379d610847d69f3699b2f67aa5a7741d,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$H15KKdtnuPiU8t2VQ0dQivlu6auRYa/,$P$,34,0,0,0,0,0,0,1,0,1,0,0,1
PostgreSQL MD5,md5e63fb72581705df1cae1585be6e0a475,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,nylffn,None,6,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,2=JDD2,None,6,0,0,0,0,1,0,0,1,0,0,0,1
SCRAM,"$scram$100000$dW5Nac1Zi7H2HgOA$sha-1=aWc3ez2U7ZJwgCVzUdU5b47Bo8M,sha-256=Jbplc5mFGT0jVwlFHnLBPTF7QaMsUph74SRVOiFFT2U,sha-512=BJXTFY8XfMBYWivjJiCRq4cELXeo9XGJzvCVv.HA30HaXNBagKSNYXbYYtnVtkN/XgLdumZazNn8gslENUB2pg",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$V8p5zznnfC8lZMzZ+18LQQ$tBd0l6F/nTH8GYju9PSAh+AltdYQBCRpfkMi1VJgIvs",$scrypt$,88,0,0,0,0,0,0,1,1,1,0,0,1
SHA1,636f5dbc72c1a3d15a8005bf85e3c58fc76ca95d,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$XD9rhoeU$Umot/use.7wZN4VG33wUJUEubXQm,$sha1$,50,0,0,0,0,0,0,1,0,1,1,0,1
SHA224,7722177c05f5a74185cde23d2121a72570ecb08df3d74a1167b5b85d,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,fe0266155513993bff683fc20f734de0a36b8ae2a5e7d9b2dc0d061a06366237,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$vpw9kh5R2gUQtEpc$8jkNlhIE0g1J9pglHCo.c.LAR54V1upuyFvkq1LRDW/,$5$,77,0,0,0,0,0,0,1,1,1,1,0,1
SHA384,fb316d650bc71e334dd858a62d73ee60cbf2b03f5308472966990f3370a65cf1217fc695f2c61393013c1c03be898788,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,8b6b8f8bdf8cd4d2ac2a57d78dcd9225fdf02ce95d09804fcf46df8a8b7dbb143d6290cef80d21ac71f4ac220d3276d566227069e8deb500c2be56b2b2b29091,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$8/Uchhpr42ssIptH$3UUQEPrefQD7/lu7MXvOaE/7r.N.odvl1fdhEaIhMGrYmm15UnhsNxvi03PTs2Z2knmzxtY190uYnc8lv36Uu0,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,ada9099675f4be311fc69deff77b267afba9df4b4a4947996ebf0b6d,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,6861a2e4b37df0768b37c7d2426a19f699eba924dd7a3e9797dedab522956937,None,64,0,0,1,0,0,1,0,0,0,0,0,0
